from_cluster,to_cluster,edge_count
tests.test_browser_semantic_extraction_agentruntime_opt_in,sentinel.agent.runtime,1
tests.test_browser_semantic_extraction_agentruntime_opt_in,sentinel.mission,1
tests.test_browser_semantic_extraction_agentruntime_opt_in,sentinel.organs.browser,1
tests.test_browser_semantic_extraction_agentruntime_opt_in,sentinel.shared.enums,1
tests.test_browser_semantic_extraction_organ_v1,sentinel.agent.runtime,1
tests.test_browser_semantic_extraction_organ_v1,sentinel.organs.browser,1
tests.test_browser_session_manager_l5_live,sentinel.mission.models,1
tests.test_browser_session_manager_l5_live,sentinel.shared.enums,1
tests.test_browser_session_manager_l5_live,sentinel.organs.browser,1
tests.test_browser_session_manager_l5_live,sentinel.cli,1
tests.test_browser_trajectory_planner_l5,sentinel.mission.models,1
tests.test_browser_trajectory_planner_l5,sentinel.organs.browser,1
tests.test_browser_trajectory_planner_l5,sentinel.shared.enums,1
tests.test_browser_trajectory_planner_l5,sentinel.cli,1
tests.test_browser_visual_grounding_ocr_v1,sentinel.mission.models,1
tests.test_browser_visual_grounding_ocr_v1,sentinel.shared.enums,1
tests.test_capability_registry,sentinel.agent,1
tests.test_capability_registry,sentinel.agent.capability_selector,1
tests.test_capability_registry,sentinel.agent.context_builder,1
tests.test_capability_registry,sentinel.agent.method_selector,1
tests.test_capability_registry,sentinel.capabilities,1
tests.test_capability_registry,sentinel.mission,1
tests.test_capability_registry,sentinel.shared.enums,1
tests.test_cli_runtime_host_product_wiring_pack1b,sentinel.agent.model_contract,1
tests.test_cli_runtime_host_product_wiring_pack1b,sentinel.agent.model_cost,1
tests.test_cli_runtime_host_product_wiring_pack1b,sentinel,1
tests.test_cli_runtime_host_product_wiring_pack1b,sentinel.operator.daemon_models,1
tests.test_cli_runtime_host_product_wiring_pack1b,sentinel.operator.daemon_runtime,1
tests.test_cli_runtime_host_product_wiring_pack1b,sentinel.operator.kernel,1
tests.test_cli_runtime_host_product_wiring_pack1b,sentinel.operator.mission_lifecycle_service,1
tests.test_cli_runtime_host_product_wiring_pack1b,sentinel.operator.runtime_host,1
tests.test_cockpit_mission_understanding_protocol_v2,sentinel.agent.model_contract,1
tests.test_cockpit_mission_understanding_protocol_v2,sentinel.agent.model_cost,1
tests.test_cockpit_mission_understanding_protocol_v2,sentinel.agent.model_execution,1
tests.test_cockpit_mission_understanding_protocol_v2,sentinel.cli,1
tests.test_cockpit_mission_understanding_protocol_v2,sentinel.operator.authority_issuer,1
tests.test_cockpit_mission_understanding_protocol_v2,sentinel.operator.cockpit,1
tests.test_cockpit_mission_understanding_protocol_v2,sentinel.operator.llm_frame,1
tests.test_cockpit_mission_understanding_protocol_v2,sentinel.operator.prompt_renderer,1
tests.test_cognition_memory_scanner_consolidation_lock,sentinel.agent.brain,1
tests.test_cognition_memory_scanner_consolidation_lock,sentinel.agent.organs,1
tests.test_cognition_memory_scanner_consolidation_lock,sentinel.organs.credentials,1
tests.test_cognition_memory_scanner_consolidation_lock,sentinel.shared.safety_scanner,1
tests.test_cueidea_bridge,sentinel.cueidea_bridge,1
tests.test_cueidea_bridge,sentinel.shared.enums,1
tests.test_cueidea_contract,sentinel.cueidea_bridge,1
tests.test_cueidea_contract,sentinel.decision.debate,1
tests.test_cueidea_contract,sentinel.execution,1
tests.test_cueidea_contract,sentinel.execution.gtm_quality,1
tests.test_cueidea_contract,sentinel.firewall,1
tests.test_cueidea_contract,sentinel.learning,1
tests.test_cueidea_contract,sentinel.shared.db,1
tests.test_cueidea_contract,sentinel.shared.enums,1
tests.test_cueidea_contract,sentinel.shared.models,1
tests.test_debate_engine,sentinel.decision.debate,1
tests.test_debate_engine,sentinel.shared.enums,1
tests.test_debate_engine,sentinel.shared.models,1
tests.test_decision_frame_mandatory_params,sentinel.agent.decision_frame,1
tests.test_decision_frame_mandatory_params,sentinel.agent.evidence_ranker,1
tests.test_decision_frame_mandatory_params,sentinel.agent.prompt_budget,1
tests.test_decision_frame_mandatory_params,sentinel.agent,1
tests.test_deep_audit_global_invariants_power_truth_reconciliation,sentinel.agent.llm,1
tests.test_deep_audit_global_invariants_power_truth_reconciliation,sentinel.memory,1
tests.test_deep_audit_global_invariants_power_truth_reconciliation,sentinel.operator.kernel,1
tests.test_deep_audit_global_invariants_power_truth_reconciliation,sentinel.operator.models,1
tests.test_deep_audit_global_invariants_power_truth_reconciliation,sentinel.telemetry,1
tests.test_delegated_action_gate_model_v0,sentinel.agent.llm,1
tests.test_delegated_action_gate_model_v0,sentinel.agent.runtime,1
tests.test_durable_credential_vault_secret_broker_v1,sentinel.mission.models,1
tests.test_durable_credential_vault_secret_broker_v1,sentinel.operator.credential_vault,1
tests.test_durable_credential_vault_secret_broker_v1,sentinel.operator.credential_vault_models,1
tests.test_durable_credential_vault_secret_broker_v1,sentinel.operator.credential_vault_replay,1
tests.test_durable_credential_vault_secret_broker_v1,sentinel.operator.kernel,1
tests.test_durable_credential_vault_secret_broker_v1,sentinel.operator.models,1
tests.test_durable_credential_vault_secret_broker_v1,sentinel.telemetry.models,1
tests.test_durable_mission_workflow_and_automatic_replan_v1,sentinel.mission.models,1
tests.test_durable_mission_workflow_and_automatic_replan_v1,sentinel.operator.kernel,1
tests.test_durable_mission_workflow_and_automatic_replan_v1,sentinel.operator.models,1
tests.test_durable_mission_workflow_and_automatic_replan_v1,sentinel.operator.replan_guard,1
tests.test_durable_mission_workflow_and_automatic_replan_v1,sentinel.operator.workflow_models,1
tests.test_durable_mission_workflow_and_automatic_replan_v1,sentinel.operator.workflow_store,1
tests.test_durable_mission_workflow_and_automatic_replan_v1,sentinel.power.runtime,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.mission.models,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.operator.agent_bridge,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.operator.kernel,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.operator.models,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.operator.power_bridge,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.operator.workflow_models,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.operator.workflow_replay,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.operator.workflow_runtime,1
tests.test_durable_mission_workflow_replan_gauntlet_v1,sentinel.power.runtime,1
tests.test_evals,sentinel.learning.eval_runner,1
tests.test_evals,sentinel.learning.trace_ledger,1
tests.test_evals,sentinel.shared.db,1
tests.test_evals,sentinel.shared.enums,1
tests.test_evals,sentinel.shared.models,1
tests.test_execution,sentinel.execution,1
tests.test_execution,sentinel.firewall,1
tests.test_execution,sentinel.shared.enums,1
tests.test_execution,sentinel.shared.models,1
tests.test_final_gate_determinism,sentinel.agent,1
tests.test_final_gate_determinism,sentinel.mission,1
tests.test_final_gate_determinism,sentinel.shared.enums,1
tests.test_final_gate_registry,sentinel.agent,1
tests.test_final_gate_registry,sentinel.agent.final_gate_registry,1
tests.test_final_gate_registry,sentinel.mission,1
tests.test_final_gate_registry,sentinel.shared.enums,1
tests.test_final_gate_terminality,sentinel.agent,1
tests.test_final_gate_terminality,sentinel.agent.exceptions,1
tests.test_final_gate_terminality,sentinel.mission,1
tests.test_final_gate_terminality,sentinel.shared.enums,1
tests.test_firewall,sentinel.firewall,1
tests.test_firewall,sentinel.shared.enums,1
tests.test_firewall,sentinel.shared.models,1
tests.test_gate_sequence_integration,sentinel.mission.gate_sequence,1
tests.test_gate_sequence_integration,sentinel.mission.models,1
tests.test_gate_sequence_integration,sentinel.shared.enums,1
tests.test_gate_sequence_integration,sentinel.mission,1
tests.test_gate_sequence_runtime_wiring,sentinel.mission,1
tests.test_gate_sequence_runtime_wiring,sentinel.mission.risk,1
tests.test_gate_sequence_runtime_wiring,sentinel.shared.enums,1
tests.test_governed_mutation_artifact_channel_v3,sentinel.agent.model_execution,1
tests.test_governed_mutation_artifact_channel_v3,sentinel.agent.organs,1
tests.test_governed_mutation_artifact_channel_v3,sentinel.perf.hot_cold,1
tests.test_governed_mutation_artifact_channel_v3,sentinel.operator.kernel,1
tests.test_governed_mutation_artifact_channel_v3,sentinel.operator.models,1
tests.test_governed_mutation_artifact_channel_v3,sentinel.operator.mutation_artifact_channel,1
tests.test_governed_mutation_artifact_channel_v3,sentinel.operator.replay,1
tests.test_governed_mutation_artifact_channel_v3,sentinel.shared.events,1
tests.test_governed_skill_and_procedure_fabric_v1,sentinel.mission.models,1
tests.test_governed_skill_and_procedure_fabric_v1,sentinel.operator.kernel,1
tests.test_governed_skill_and_procedure_fabric_v1,sentinel.operator.models,1
tests.test_governed_skill_and_procedure_fabric_v1,sentinel.operator.skill_fabric,1
tests.test_governed_skill_and_procedure_fabric_v1,sentinel.operator.skill_models,1
tests.test_governed_skill_and_procedure_fabric_v1,sentinel.operator.skill_replay,1
tests.test_governed_skill_and_procedure_fabric_v1,sentinel.telemetry,1
tests.test_gtm_pack,sentinel.decision.debate,1
tests.test_gtm_pack,sentinel.execution.gtm_pack,1
tests.test_gtm_pack,sentinel.shared.enums,1
tests.test_gtm_pack,sentinel.shared.models,1
tests.test_gtm_quality,sentinel.execution.gtm_quality,1
tests.test_gtm_quality,sentinel.learning.eval_runner,1
tests.test_kill_switch_reactive_property,sentinel.mission,1
tests.test_kill_switch_reactive_property,sentinel.mission.cancellation,1
tests.test_kill_switch_reactive_property,sentinel.mission.exceptions,1
tests.test_kill_switch_reactive_property,sentinel.mission.kill_switch,1
tests.test_kill_switch_reactive_property,sentinel.mission.models,1
tests.test_kill_switch_reactive_property,sentinel.mission.runner,1
tests.test_learning_layer,sentinel.learning.feedback,1
tests.test_learning_layer,sentinel.learning.memory,1
tests.test_learning_layer,sentinel.learning.prompt_versions,1
tests.test_learning_layer,sentinel.learning.self_improvement,1
tests.test_learning_layer,sentinel.shared.enums,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.mission.models,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.operator.desktop_sidecar,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.operator.desktop_sidecar_models,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.operator.kernel,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.operator.live_desktop_backend,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.operator.live_desktop_backend_models,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.operator.live_desktop_backend_replay,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.operator.models,1
tests.test_live_desktop_operator_backend_system_monitoring_v1,sentinel.telemetry.models,1
tests.test_llm_backed_decision_cycle,sentinel.agent.model_contract,1
tests.test_llm_backed_decision_cycle,sentinel.agent.model_cost,1
tests.test_llm_backed_decision_cycle,sentinel.agent.event_bus,1
tests.test_llm_backed_decision_cycle,sentinel.agent.runtime,1
tests.test_llm_backed_decision_cycle,sentinel.mission,1
tests.test_llm_backed_decision_cycle,sentinel.shared.enums,1
tests.test_llm_hot_context_slots_v0,sentinel.agent.llm,1
tests.test_llm_hot_context_slots_v0,sentinel.agent.model_contract,1
tests.test_llm_hot_context_slots_v0,sentinel.agent.model_cost,1
tests.test_llm_hot_context_slots_v0,sentinel.agent.runtime,1
tests.test_llm_live_operator_agentruntime_bridge_v0,sentinel.agent,1
tests.test_llm_live_operator_agentruntime_bridge_v0,sentinel.mission.models,1
tests.test_llm_live_operator_agentruntime_bridge_v0,sentinel.operator.agent_bridge,1
tests.test_llm_live_operator_agentruntime_bridge_v0,sentinel.operator.kernel,1
tests.test_llm_live_operator_agentruntime_bridge_v0,sentinel.operator.models,1
tests.test_llm_live_operator_agentruntime_bridge_v0,sentinel.shared.enums,1
tests.test_llm_live_operator_agentruntime_bridge_v0,sentinel.telemetry,1
tests.test_llm_live_operator_cockpit_cli_v0,sentinel.cli,1
tests.test_llm_live_operator_cockpit_cli_v0,sentinel.operator.cockpit,1
tests.test_llm_live_operator_cockpit_cli_v0,sentinel.operator.models,1
tests.test_llm_live_operator_cockpit_flow_v0,sentinel.agent.model_contract,1
tests.test_llm_live_operator_cockpit_flow_v0,sentinel.agent.model_cost,1
tests.test_llm_live_operator_cockpit_flow_v0,sentinel.agent.model_execution,1
tests.test_llm_live_operator_cockpit_flow_v0,sentinel.operator.cockpit,1
tests.test_llm_live_operator_cockpit_flow_v0,sentinel.operator.models,1
tests.test_llm_live_operator_conversation_intake_v0,sentinel.agent.model_contract,1
tests.test_llm_live_operator_conversation_intake_v0,sentinel.agent.model_cost,1
tests.test_llm_live_operator_conversation_intake_v0,sentinel.agent.model_execution,1
tests.test_llm_live_operator_conversation_intake_v0,sentinel.operator.conversation,1
tests.test_llm_live_operator_conversation_intake_v0,sentinel.operator.models,1
tests.test_llm_live_operator_mission_kernel_v0,sentinel.operator.kernel,1
tests.test_llm_live_operator_mission_kernel_v0,sentinel.operator.models,1
tests.test_llm_live_operator_mission_kernel_v0,sentinel.operator.store,1
tests.test_llm_live_operator_models_v0,sentinel.operator.models,1
tests.test_llm_live_operator_models_v0,sentinel.operator.redaction,1
tests.test_llm_live_operator_power_runtime_bridge_v0,sentinel.mission.models,1
tests.test_llm_live_operator_power_runtime_bridge_v0,sentinel.mission.cancellation,1
tests.test_llm_live_operator_power_runtime_bridge_v0,sentinel.operator.kernel,1
tests.test_llm_live_operator_power_runtime_bridge_v0,sentinel.operator.models,1
tests.test_llm_live_operator_power_runtime_bridge_v0,sentinel.operator.power_bridge,1
tests.test_llm_live_operator_power_runtime_bridge_v0,sentinel.power.runtime,1
tests.test_llm_live_operator_power_runtime_bridge_v0,sentinel.telemetry,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.agent.model_contract,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.agent.model_cost,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.mission.cancellation,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.mission.models,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.operator.cockpit,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.operator.models,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.operator.power_bridge,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.operator.replay,1
tests.test_llm_live_operator_product_gauntlet_v0,sentinel.power.runtime,1
tests.test_llm_live_operator_replay_v0,sentinel.operator.kernel,1
tests.test_llm_live_operator_replay_v0,sentinel.operator.models,1
tests.test_llm_live_operator_replay_v0,sentinel.operator.replay,1
tests.test_llm_memory_replay_and_checkpoints_v0,sentinel.agent.llm,1
tests.test_llm_memory_replay_and_checkpoints_v0,sentinel.agent.model_contract,1
tests.test_llm_memory_replay_and_checkpoints_v0,sentinel.agent.model_cost,1
tests.test_llm_memory_replay_and_checkpoints_v0,sentinel.agent.runtime,1
tests.test_llm_minimal_epistemic_memory_bridge,sentinel.agent.llm,1
tests.test_llm_operator_adapter_v0,sentinel.agent.model_contract,1
tests.test_llm_operator_adapter_v0,sentinel.agent.model_cost,1
tests.test_llm_operator_adapter_v0,sentinel.agent.model_execution,1
tests.test_llm_operator_adapter_v0,sentinel.operator.llm_adapter,1
tests.test_llm_operator_adapter_v0,sentinel.operator.llm_frame,1
tests.test_llm_operator_adapter_v0,sentinel.operator.models,1
tests.test_llm_operator_model_client_v0,sentinel.agent.model_contract,1
tests.test_llm_operator_model_client_v0,sentinel.agent.model_cost,1
tests.test_llm_operator_model_client_v0,sentinel.operator.llm_adapter,1
tests.test_llm_operator_model_client_v0,sentinel.operator.llm_frame,1
tests.test_llm_operator_model_client_v0,sentinel.operator.model_client,1
tests.test_llm_operator_model_client_v0,sentinel.operator.models,1
tests.test_llm_operator_prompt_frame_v0,sentinel.operator.llm_frame,1
tests.test_llm_operator_prompt_frame_v0,sentinel.operator.models,1
tests.test_llm_operator_prompt_frame_v0,sentinel.operator.prompt_renderer,1
tests.test_llm_proposal_artifacts_and_evidence_verifier,sentinel.agent.llm,1
tests.test_llm_proposal_artifacts_and_evidence_verifier,sentinel.agent.model_contract,1
tests.test_llm_proposal_artifacts_and_evidence_verifier,sentinel.agent.model_cost,1
tests.test_llm_role_loop_to_memory_bridge_integration,sentinel.agent.llm,1
tests.test_llm_role_loop_to_memory_bridge_integration,sentinel.agent.model_contract,1
tests.test_llm_role_loop_to_memory_bridge_integration,sentinel.agent.model_cost,1
tests.test_llm_role_loop_to_memory_bridge_integration,sentinel.agent.model_execution,1
tests.test_llm_role_loop_to_memory_bridge_integration,sentinel.agent.runtime,1
tests.test_llm_safe_memory_retrieval_v0,sentinel.agent.llm,1
tests.test_llm_safe_memory_retrieval_v0,sentinel.agent.model_contract,1
tests.test_llm_safe_memory_retrieval_v0,sentinel.agent.model_cost,1
tests.test_llm_safe_memory_retrieval_v0,sentinel.agent.runtime,1
tests.test_llm_strict_single_model_role_loop,sentinel.agent.llm,1
tests.test_llm_strict_single_model_role_loop,sentinel.agent.model_contract,1
tests.test_llm_strict_single_model_role_loop,sentinel.agent.model_cost,1
tests.test_llm_strict_single_model_role_loop,sentinel.agent.model_execution,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.agent.model_contract,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.agent.model_cost,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.agent.model_execution,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.operator.kernel,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.operator.model_router,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.operator.model_router_models,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.operator.model_router_replay,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.operator.models,1
tests.test_local_model_hardware_and_cost_router_v1,sentinel.telemetry.models,1
tests.test_low_risk_execution_finalgate_receipts,sentinel.agent.llm,1
tests.test_low_risk_execution_finalgate_receipts,sentinel.agent.runtime,1
tests.test_low_risk_local_artifact_executor_l2,sentinel.agent.llm,1
tests.test_low_risk_local_artifact_executor_l2,sentinel.agent.runtime,1
tests.test_memory_not_authority_bias,sentinel.agent,1
tests.test_memory_not_authority_bias,sentinel.mission,1
tests.test_memory_not_authority_bias,sentinel.shared.enums,1
tests.test_memory_not_authority_property,sentinel.agent,1
tests.test_memory_not_authority_property,sentinel.agent.capability_selector,1
tests.test_memory_not_authority_property,sentinel.mission,1
tests.test_memory_not_authority_property,sentinel.shared.enums,1
tests.test_mission_authority_and_credential_vault_foundation,sentinel.agent.llm,1
tests.test_mission_authority_and_credential_vault_foundation,sentinel.mission.models,1
tests.test_mission_authority_and_credential_vault_foundation,sentinel.organs.credentials,1
tests.test_mission_kernel,sentinel.mission,1
tests.test_mission_kernel,sentinel.mission.exceptions,1
tests.test_mission_kernel,sentinel.mission.models,1
tests.test_mission_kernel,sentinel.shared.enums,1
tests.test_mission_reviewer,sentinel.mission,1
tests.test_mission_reviewer,sentinel.shared.enums,1
tests.test_mission_runner_browser_operator_route_rejected,sentinel.mission,1
tests.test_mission_runner_browser_operator_route_rejected,sentinel.mission.exceptions,1
tests.test_mission_runner_browser_operator_route_rejected,sentinel.shared.enums,1
tests.test_mission_success,sentinel.mission,1
tests.test_mission_success,sentinel.mission.models,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.mission.cancellation,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.mission.models,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.operator.kernel,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.operator.models,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.operator.workflow_models,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.operator.workflow_store,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.operator.worker_fleet,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.operator.worker_models,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.operator.worker_replay,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.power.runtime,1
tests.test_mission_worker_fleet_authority_inheritance_v1,sentinel.telemetry,1
tests.test_models,sentinel.shared.enums,1
tests.test_models,sentinel.shared.models,1
tests.test_model_amplification_execution_harness_v1,sentinel.agent.model_execution,1
tests.test_model_amplification_execution_harness_v1,sentinel.mission.models,1
tests.test_model_amplification_execution_harness_v1,sentinel.operator.harness_models,1
tests.test_model_amplification_execution_harness_v1,sentinel.operator.harness_replay,1
tests.test_model_amplification_execution_harness_v1,sentinel.operator.harness_runtime,1
tests.test_model_amplification_execution_harness_v1,sentinel.operator.kernel,1
tests.test_model_amplification_execution_harness_v1,sentinel.operator.models,1
tests.test_model_amplification_execution_harness_v1,sentinel.telemetry,1
tests.test_model_provider_catalog,sentinel.agent.model_contract,1
tests.test_model_provider_catalog,sentinel.agent.model_cost,1
tests.test_model_provider_catalog,sentinel.operator.model_client,1
tests.test_model_provider_catalog,sentinel.perf.caches,1
tests.test_motor_neuron_to_organ_dispatch_lock,sentinel.agent,1
tests.test_motor_neuron_to_organ_dispatch_lock,sentinel.agent.organs,1
tests.test_mutation_artifact_transport_v2_micro_certification,sentinel.agent.model_execution,1
tests.test_mutation_artifact_transport_v2_micro_certification,sentinel.operator.mutation_transport_micro_certification,1
tests.test_mutation_artifact_transport_v2_micro_certification,sentinel.operator.real_model_certification,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.mission.models,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.operator.agent_bridge,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.operator.kernel,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.operator.models,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.operator.power_bridge,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.operator.workflow_replay,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.operator.workflow_runtime,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.power.runtime,1
tests.test_observability_telemetry_and_product_power_metrics_v1,sentinel.telemetry,1
tests.test_operator_deterministic_test_mode_v0,sentinel.operator.deterministic,1
tests.test_operator_deterministic_test_mode_v0,sentinel.operator.llm_adapter,1
tests.test_operator_deterministic_test_mode_v0,sentinel.operator.llm_frame,1
tests.test_operator_deterministic_test_mode_v0,sentinel.operator.models,1
tests.test_organ_execution_agentruntime_opt_in,sentinel.agent.llm,1
tests.test_organ_execution_agentruntime_opt_in,sentinel.agent.model_execution,1
tests.test_organ_execution_agentruntime_opt_in,sentinel.agent.runtime,1
tests.test_organ_execution_agentruntime_opt_in,sentinel.mission,1
tests.test_organ_execution_agentruntime_opt_in,sentinel.shared.enums,1
tests.test_organ_proposal_bridge,sentinel.agent.brain,1
tests.test_organ_proposal_bridge,sentinel.agent.organs,1
tests.test_organ_proposal_bridge,sentinel.agent.llm,1
tests.test_organ_proposal_bridge,sentinel.agent.runtime,1
tests.test_p6_agentlab_implementation_alignment,sentinel.agent,1
tests.test_p6_agentlab_implementation_alignment,sentinel.agent.events,1
tests.test_p6_agentlab_implementation_alignment,sentinel.organs,1
tests.test_p6_agent_lab_organ_harvest,sentinel.agent,1
tests.test_p6_agent_lab_organ_harvest,sentinel.organs,1
tests.test_p6_browser_controlled_navigation_l6,sentinel.organs,1
tests.test_p6_browser_organ_contract,sentinel.mission,1
tests.test_p6_browser_organ_contract,sentinel.agent.events,1
tests.test_p6_browser_organ_contract,sentinel.organs,1
tests.test_p6_browser_organ_contract,sentinel.shared.enums,1
tests.test_p6_capital_operator_sandbox,sentinel.organs,1
tests.test_p6_capital_stack_hardening,sentinel.organs,1
tests.test_p6_channel_organ,sentinel.mission,1
tests.test_p6_channel_organ,sentinel.organs,1
tests.test_p6_channel_organ,sentinel.shared.enums,1
tests.test_p6_context_token_model_economy_frontier,sentinel.agent,1
tests.test_p6_credential_vault_policy,sentinel.organs,1
tests.test_p6_credential_vault_policy,sentinel.organs.lanes,1
tests.test_p6_desktop_agentlab_harvest,sentinel.agent,1
tests.test_p6_desktop_agentlab_harvest,sentinel.agent.events,1
tests.test_p6_desktop_agentlab_harvest,sentinel.organs,1
tests.test_p6_desktop_sidecar_organ,sentinel.organs,1
tests.test_p6_desktop_sidecar_organ,sentinel.organs.contracts,1
tests.test_p6_desktop_workspace_l6,sentinel.organs,1
tests.test_p6_existing_organs_capability_frontier,sentinel.organs,1
tests.test_p6_existing_organs_capability_frontier,sentinel.organs.lanes,1
tests.test_p6_existing_organs_reality_activation,sentinel.organs,1
tests.test_p6_existing_organs_real_world_gauntlet,sentinel.organs,1
tests.test_p6_existing_organs_runtime_promotion_plan,sentinel.organs,1
tests.test_p6_external_api_organ,sentinel.mission,1
tests.test_p6_external_api_organ,sentinel.organs,1
tests.test_p6_external_api_organ,sentinel.shared.enums,1
tests.test_p6_external_organ_foundry,sentinel.agent,1
tests.test_p6_external_organ_foundry,sentinel.mission,1
tests.test_p6_external_organ_foundry,sentinel.organs,1
tests.test_p6_external_organ_foundry,sentinel.shared.enums,1
tests.test_p6_spend_runtime_limited,sentinel.organs,1
tests.test_p6_subquadratic_agent_context_engine,sentinel.agent,1
tests.test_p6_tradingagents_harvest,sentinel.agent.events,1
tests.test_p6_tradingagents_harvest,sentinel.organs,1
tests.test_p6_trading_special_authority,sentinel.organs,1
tests.test_payment_spend_trading_special_authority_v1,sentinel.mission.models,1
tests.test_payment_spend_trading_special_authority_v1,sentinel.operator.credential_vault,1
tests.test_payment_spend_trading_special_authority_v1,sentinel.operator.credential_vault_models,1
tests.test_payment_spend_trading_special_authority_v1,sentinel.operator.kernel,1
tests.test_payment_spend_trading_special_authority_v1,sentinel.operator.models,1
tests.test_permissioned_desktop_sidecar_visual_grounding_v1,sentinel.mission.models,1
tests.test_permissioned_desktop_sidecar_visual_grounding_v1,sentinel.operator.desktop_sidecar,1
tests.test_permissioned_desktop_sidecar_visual_grounding_v1,sentinel.operator.desktop_sidecar_models,1
tests.test_permissioned_desktop_sidecar_visual_grounding_v1,sentinel.operator.desktop_sidecar_replay,1
tests.test_permissioned_desktop_sidecar_visual_grounding_v1,sentinel.operator.kernel,1
tests.test_permissioned_desktop_sidecar_visual_grounding_v1,sentinel.operator.models,1
tests.test_permissioned_desktop_sidecar_visual_grounding_v1,sentinel.telemetry.models,1
tests.test_persistent_semantic_memory_gauntlet_v1,sentinel.agent.llm,1
tests.test_persistent_semantic_memory_gauntlet_v1,sentinel.memory,1
tests.test_persistent_semantic_memory_gauntlet_v1,sentinel.operator.llm_frame,1
tests.test_persistent_semantic_memory_gauntlet_v1,sentinel.operator.models,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.agent.brain,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.agent.llm,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.agent.model_contract,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.agent.model_cost,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.memory,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.operator.cockpit,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.operator.kernel,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.operator.models,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.agent.model_execution,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.agent.runtime,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.mission,1
tests.test_persistent_semantic_memory_integrations_v1,sentinel.shared.enums,1
tests.test_persistent_semantic_memory_v1,sentinel.agent.llm,1
tests.test_persistent_semantic_memory_v1,sentinel.memory,1
tests.test_production_mission_daemon_and_scheduler_v1,sentinel.mission.models,1
